time, PP__rbcM, PP__suc, PP__alb, PP__gal, PP__galM, PP__h2oM, S001__rbcM, S001__suc, S001__alb, S001__gal, S001__galM, S001__h2oM, D001__rbcM, D001__suc, D001__alb, D001__gal, D001__galM, D001__h2oM, S002__rbcM, S002__suc, S002__alb, S002__gal, S002__galM, S002__h2oM, D002__rbcM, D002__suc, D002__alb, D002__gal, D002__galM, D002__h2oM, S003__rbcM, S003__suc, S003__alb, S003__gal, S003__galM, S003__h2oM, D003__rbcM, D003__suc, D003__alb, D003__gal, D003__galM, D003__h2oM, S004__rbcM, S004__suc, S004__alb, S004__gal, S004__galM, S004__h2oM, D004__rbcM, D004__suc, D004__alb, D004__gal, D004__galM, D004__h2oM, S005__rbcM, S005__suc, S005__alb, S005__gal, S005__galM, S005__h2oM, D005__rbcM, D005__suc, D005__alb, D005__gal, D005__galM, D005__h2oM, PV__rbcM, PV__suc, PV__alb, PV__gal, PV__galM, PV__h2oM, H01__gal, H01__galM, H01__h2oM, H01__glc1p, H01__glc6p, H01__gal1p, H01__udpglc, H01__udpgal, H01__galtol, H01__atp, H01__adp, H01__utp, H01__udp, H01__phos, H01__ppi, H01__nadp, H01__nadph, FlowPPS001_rbcM, FlowS001S002_rbcM, FlowS002S003_rbcM, FlowS003S004_rbcM, FlowS004S005_rbcM, FlowS005PV_rbcM, FlowPVNULL_rbcM, FlowPPS001_suc, FlowS001S002_suc, FlowS002S003_suc, FlowS003S004_suc, FlowS004S005_suc, FlowS005PV_suc, FlowPVNULL_suc, FlowPPS001_alb, FlowS001S002_alb, FlowS002S003_alb, FlowS003S004_alb, FlowS004S005_alb, FlowS005PV_alb, FlowPVNULL_alb, FlowPPS001_gal, FlowS001S002_gal, FlowS002S003_gal, FlowS003S004_gal, FlowS004S005_gal, FlowS005PV_gal, FlowPVNULL_gal, FlowPPS001_galM, FlowS001S002_galM, FlowS002S003_galM, FlowS003S004_galM, FlowS004S005_galM, FlowS005PV_galM, FlowPVNULL_galM, FlowPPS001_h2oM, FlowS001S002_h2oM, FlowS002S003_h2oM, FlowS003S004_h2oM, FlowS004S005_h2oM, FlowS005PV_h2oM, FlowPVNULL_h2oM, DiffPPS001_rbcM, DiffS001S002_rbcM, DiffS002S003_rbcM, DiffS003S004_rbcM, DiffS004S005_rbcM, DiffS005PV_rbcM, DiffD001D002_rbcM, DiffD002D003_rbcM, DiffD003D004_rbcM, DiffD004D005_rbcM, DiffS001D001_rbcM, DiffS002D002_rbcM, DiffS003D003_rbcM, DiffS004D004_rbcM, DiffS005D005_rbcM, DiffPPS001_suc, DiffS001S002_suc, DiffS002S003_suc, DiffS003S004_suc, DiffS004S005_suc, DiffS005PV_suc, DiffD001D002_suc, DiffD002D003_suc, DiffD003D004_suc, DiffD004D005_suc, DiffS001D001_suc, DiffS002D002_suc, DiffS003D003_suc, DiffS004D004_suc, DiffS005D005_suc, DiffPPS001_alb, DiffS001S002_alb, DiffS002S003_alb, DiffS003S004_alb, DiffS004S005_alb, DiffS005PV_alb, DiffD001D002_alb, DiffD002D003_alb, DiffD003D004_alb, DiffD004D005_alb, DiffS001D001_alb, DiffS002D002_alb, DiffS003D003_alb, DiffS004D004_alb, DiffS005D005_alb, DiffPPS001_gal, DiffS001S002_gal, DiffS002S003_gal, DiffS003S004_gal, DiffS004S005_gal, DiffS005PV_gal, DiffD001D002_gal, DiffD002D003_gal, DiffD003D004_gal, DiffD004D005_gal, DiffS001D001_gal, DiffS002D002_gal, DiffS003D003_gal, DiffS004D004_gal, DiffS005D005_gal, DiffPPS001_galM, DiffS001S002_galM, DiffS002S003_galM, DiffS003S004_galM, DiffS004S005_galM, DiffS005PV_galM, DiffD001D002_galM, DiffD002D003_galM, DiffD003D004_galM, DiffD004D005_galM, DiffS001D001_galM, DiffS002D002_galM, DiffS003D003_galM, DiffS004D004_galM, DiffS005D005_galM, DiffPPS001_h2oM, DiffS001S002_h2oM, DiffS002S003_h2oM, DiffS003S004_h2oM, DiffS004S005_h2oM, DiffS005PV_h2oM, DiffD001D002_h2oM, DiffD002D003_h2oM, DiffD003D004_h2oM, DiffD004D005_h2oM, DiffS001D001_h2oM, DiffS002D002_h2oM, DiffS003D003_h2oM, DiffS004D004_h2oM, DiffS005D005_h2oM, H01__GALK, H01__GALKM, H01__IMP, H01__ATPS, H01__ALDR, H01__NADPR, H01__GALT, H01__GALE, H01__UGP, H01__UGALP, H01__PPASE, H01__NDKU, H01__PGM1, H01__GLY, H01__GTFGAL, H01__GTFGLC, D001__GLUT2_GAL, D001__GLUT2_GALM, D002__GLUT2_GAL, D002__GLUT2_GALM, D003__GLUT2_GAL, D003__GLUT2_GALM, D004__GLUT2_GAL, D004__GLUT2_GALM, D005__GLUT2_GAL, D005__GLUT2_GALM
10026, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.76348, 0, 0, 0, 0, 0, 0.761357, 0, 0, 0, 0, 0, 0.761251, 0, 0, 0, 0, 0, 0.761231, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706692, 0.223839, 0.19532, 0.137553, 2.76423, 1.13577, 0.277012, 0.113829, 4.21456, 0.00750729, 0.191356, 0.00864444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28716e-15, 9.26004e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75418e-17, 5.423e-19, 5.111e-21, 4.81695e-23, 4.53984e-25, 1.80115e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.93409e-15, 2.76522e-17, 2.60612e-19, 2.45527e-21, 2.2217e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 1.92819e-20, 7.24772e-19, 1.47366e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93408e-15, 0, 2.76643e-17, 0, 2.60725e-19, 0, 2.45598e-21, 0, 2.18568e-23, 0
10032, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.76348, 0, 0, 0, 0, 0, 0.761357, 0, 0, 0, 0, 0, 0.761251, 0, 0, 0, 0, 0, 0.761231, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706692, 0.223839, 0.19532, 0.137578, 2.76423, 1.13577, 0.277012, 0.113829, 4.21456, 0.00750729, 0.191354, 0.00864595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28716e-15, 9.26004e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75418e-17, 5.423e-19, 5.111e-21, 4.81695e-23, 4.53984e-25, 1.80107e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.93409e-15, 2.76522e-17, 2.60612e-19, 2.45527e-21, 2.22168e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 1.80158e-20, 7.24758e-19, 1.47366e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93408e-15, 0, 2.76643e-17, 0, 2.60725e-19, 0, 2.45598e-21, 0, 2.18593e-23, 0
10038, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.76348, 0, 0, 0, 0, 0, 0.761357, 0, 0, 0, 0, 0, 0.761251, 0, 0, 0, 0, 0, 0.761231, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706692, 0.223839, 0.19532, 0.137604, 2.76423, 1.13577, 0.277012, 0.113829, 4.21456, 0.00750729, 0.191353, 0.00864746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28716e-15, 9.26004e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75418e-17, 5.42299e-19, 5.111e-21, 4.81695e-23, 4.53984e-25, 1.801e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.93409e-15, 2.76522e-17, 2.60612e-19, 2.45527e-21, 2.2217e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 1.67932e-20, 7.24743e-19, 1.47366e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93408e-15, 0, 2.76643e-17, 0, 2.60725e-19, 0, 2.45598e-21, 0, 2.18568e-23, 0
10044, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.76348, 0, 0, 0, 0, 0, 0.761357, 0, 0, 0, 0, 0, 0.761251, 0, 0, 0, 0, 0, 0.761231, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706692, 0.223839, 0.19532, 0.137629, 2.76423, 1.13577, 0.277012, 0.113829, 4.21456, 0.00750729, 0.191351, 0.00864896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28716e-15, 9.26004e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75418e-17, 5.42299e-19, 5.111e-21, 4.81695e-23, 4.53984e-25, 1.80093e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.93409e-15, 2.76522e-17, 2.60612e-19, 2.45527e-21, 2.2217e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 1.56145e-20, 7.24729e-19, 1.47366e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93408e-15, 0, 2.76643e-17, 0, 2.60725e-19, 0, 2.45598e-21, 0, 2.18593e-23, 0
10050, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.76348, 0, 0, 0, 0, 0, 0.761357, 0, 0, 0, 0, 0, 0.761251, 0, 0, 0, 0, 0, 0.761231, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706692, 0.223839, 0.19532, 0.137654, 2.76423, 1.13577, 0.277012, 0.113829, 4.21456, 0.00750729, 0.19135, 0.00865047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28716e-15, 9.26004e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75418e-17, 5.42299e-19, 5.111e-21, 4.81695e-23, 4.53984e-25, 1.80085e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.93409e-15, 2.76522e-17, 2.60612e-19, 2.45527e-21, 2.22172e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 1.448e-20, 7.24714e-19, 1.47366e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93408e-15, 0, 2.76643e-17, 0, 2.60725e-19, 0, 2.45598e-21, 0, 2.18568e-23, 0
10056, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.76348, 0, 0, 0, 0, 0, 0.761357, 0, 0, 0, 0, 0, 0.761251, 0, 0, 0, 0, 0, 0.761231, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706692, 0.223839, 0.19532, 0.137679, 2.76423, 1.13577, 0.277012, 0.113829, 4.21456, 0.00750729, 0.191348, 0.00865198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28716e-15, 9.26004e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75418e-17, 5.42299e-19, 5.111e-21, 4.81695e-23, 4.53984e-25, 1.80078e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.93409e-15, 2.76522e-17, 2.60612e-19, 2.45527e-21, 2.22175e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 1.33898e-20, 7.247e-19, 1.47366e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93408e-15, 0, 2.76643e-17, 0, 2.60725e-19, 0, 2.45598e-21, 0, 2.18568e-23, 0
10062, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.76348, 0, 0, 0, 0, 0, 0.761357, 0, 0, 0, 0, 0, 0.761251, 0, 0, 0, 0, 0, 0.761231, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706692, 0.223839, 0.19532, 0.137704, 2.76423, 1.13577, 0.277012, 0.113829, 4.21456, 0.00750729, 0.191347, 0.00865349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28716e-15, 9.26004e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75418e-17, 5.42299e-19, 5.111e-21, 4.81695e-23, 4.53984e-25, 1.8007e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.93409e-15, 2.76522e-17, 2.60612e-19, 2.45527e-21, 2.22172e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 1.23442e-20, 7.24686e-19, 1.47366e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93408e-15, 0, 2.76643e-17, 0, 2.60725e-19, 0, 2.45598e-21, 0, 2.18593e-23, 0
10068, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.76348, 0, 0, 0, 0, 0, 0.761357, 0, 0, 0, 0, 0, 0.761251, 0, 0, 0, 0, 0, 0.761231, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706692, 0.223839, 0.19532, 0.137729, 2.76423, 1.13577, 0.277012, 0.113829, 4.21456, 0.00750729, 0.191345, 0.008655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28716e-15, 9.26004e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75418e-17, 5.42299e-19, 5.111e-21, 4.81695e-23, 4.53984e-25, 1.80063e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.93409e-15, 2.76522e-17, 2.60612e-19, 2.45527e-21, 2.22172e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 1.13435e-20, 7.24671e-19, 1.47366e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93408e-15, 0, 2.76643e-17, 0, 2.60725e-19, 0, 2.45598e-21, 0, 2.18568e-23, 0
10074, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.76348, 0, 0, 0, 0, 0, 0.761357, 0, 0, 0, 0, 0, 0.761251, 0, 0, 0, 0, 0, 0.761231, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706692, 0.223839, 0.19532, 0.137754, 2.76423, 1.13577, 0.277012, 0.113829, 4.21456, 0.00750729, 0.191343, 0.00865651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28716e-15, 9.26004e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75418e-17, 5.42299e-19, 5.111e-21, 4.81695e-23, 4.53984e-25, 1.80055e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.93409e-15, 2.76522e-17, 2.60612e-19, 2.45527e-21, 2.22173e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 1.0388e-20, 7.24657e-19, 1.47366e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93408e-15, 0, 2.76643e-17, 0, 2.60725e-19, 0, 2.45598e-21, 0, 2.18542e-23, 0
10080, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.76348, 0, 0, 0, 0, 0, 0.761357, 0, 0, 0, 0, 0, 0.761251, 0, 0, 0, 0, 0, 0.761231, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706692, 0.223839, 0.19532, 0.137779, 2.76423, 1.13577, 0.277012, 0.113829, 4.21456, 0.00750729, 0.191342, 0.00865802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28716e-15, 9.26004e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 9.25978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75418e-17, 5.42299e-19, 5.111e-21, 4.81695e-23, 4.53984e-25, 1.80047e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.93409e-15, 2.76522e-17, 2.60612e-19, 2.45527e-21, 2.22173e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 9.47786e-21, 7.24642e-19, 1.47366e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93408e-15, 0, 2.76643e-17, 0, 2.60725e-19, 0, 2.45598e-21, 0, 2.18593e-23, 0
